tp,fp,fn,tn,precision,recall,f_measure,mcc,new_proteins
213,23,26,16942,0.902542372881356,0.891213389121339,0.8968421052631579,0.8954165039955297,"['APP', 'ARIH2', 'ATXN1', 'CDC5L', 'COPS5', 'CUL3', 'DAO', 'FGF21', 'GRB2', 'HSCB', 'HSP90AB1', 'HSPA5', 'HTT', 'LMNA', 'LNX1', 'MATR3', 'PICK1', 'RAB5A', 'SEC14L1', 'TEX101', 'TMBIM1', 'TP53', 'VCAM1']"
80,3,2,17119,0.963855421686747,0.975609756097561,0.9696969696969697,0.9695689386101717,"['GRB2', 'PAXIP1', 'UGDH']"
99,2,1,17102,0.9801980198019802,0.99,0.9850746268656716,0.9849992617392073,"['HNRNPC', 'ZDHHC17']"
55,1,0,17148,0.9821428571428571,1.0,0.9909909909909909,0.9910023138208864,['FHL2']
60,0,1,17143,1.0,0.9836065573770492,0.9917355371900827,0.9917404822597243,[]
42,1,14,17147,0.9767441860465116,0.75,0.8484848484848485,0.8555053331199615,['LYNX1']
80,0,0,17124,1.0,1.0,1.0,1.0,[]
62,1,0,17141,0.9841269841269841,1.0,0.9919999999999999,0.992002809395751,['ALX1']
65,2,3,17134,0.9701492537313433,0.9558823529411765,0.962962962962963,0.9628437078966721,"['HSCB', 'IQCB1']"
64,2,0,17138,0.9696969696969697,1.0,0.9846153846153847,0.9846744738874247,"['APP', 'ICAM1']"
89,2,0,17113,0.978021978021978,1.0,0.9888888888888888,0.9888921527342688,"['HTT', 'LYAR']"
123,7,1,17073,0.9461538461538461,0.9919354838709677,0.9685039370078741,0.9685441306302219,"['AP2M1', 'APP', 'FAM20C', 'GMPR2', 'HTT', 'MEOX2', 'TMBIM6']"
55,1,1,17147,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9820845413042754,['LYNX1']
52,1,0,17151,0.9811320754716981,1.0,0.9904761904761905,0.9904922378671797,['PPP1CA']
97,1,3,17103,0.9897959183673469,0.97,0.9797979797979798,0.9797316296085695,['DNAJC5']
160,14,13,17017,0.9195402298850575,0.9248554913294798,0.9221902017291066,0.9214014174161756,"['APP', 'ATXN1', 'COPS5', 'CUL3', 'EGFR', 'ESR1', 'GRB2', 'HSCB', 'HTT', 'MYC', 'RXFP4', 'S100A7', 'TERF1', 'YWHAG']"
199,9,2,16994,0.9567307692307693,0.9900497512437811,0.9731051344743277,0.9729276454907104,"['AP2M1', 'CAND1', 'CDC37', 'CUL3', 'CYP2A7', 'HSP90AA1', 'HSP90AB1', 'TBP', 'VCAM1']"
104,0,7,17093,1.0,0.9369369369369369,0.9674418604651163,0.9677568886351385,[]
51,0,0,17153,1.0,1.0,1.0,1.0,[]
68,1,0,17135,0.9855072463768116,1.0,0.9927007299270074,0.9926982096537373,['TERF1']
64,0,1,17139,1.0,0.9846153846153847,0.9922480620155039,0.992248930029004,[]
111,1,0,17092,0.9910714285714286,1.0,0.9955156950672646,0.9954965833406864,['ADRB2']
111,3,0,17090,0.9736842105263158,1.0,0.9866666666666666,0.9866677854168086,"['ADRB2', 'MEOX2', 'UBQLN1']"
110,1,1,17092,0.990990990990991,0.990990990990991,0.990990990990991,0.9909324875100338,['ADRB2']
111,2,0,17091,0.9823008849557522,1.0,0.9910714285714286,0.9910529496013409,"['ADRB2', 'MEOX2']"
111,3,0,17090,0.9736842105263158,1.0,0.9866666666666666,0.9866677854168086,"['ADRB2', 'MEOX2', 'UBQLN1']"
157,12,3,17032,0.9289940828402367,0.98125,0.9544072948328268,0.9543315430927761,"['APP', 'COPS5', 'CUL3', 'EP300', 'ERBB2', 'GRB2', 'HSP90AB1', 'HTT', 'MEOX2', 'TERF1', 'VCAM1', 'YWHAG']"
155,13,5,17031,0.9226190476190477,0.96875,0.9451219512195123,0.9448806226313491,"['APP', 'CAND1', 'COPS5', 'CUL3', 'EP300', 'ERBB2', 'GRB2', 'HSP90AB1', 'HTT', 'MEOX2', 'TERF1', 'VCAM1', 'YWHAG']"
157,12,3,17032,0.9289940828402367,0.98125,0.9544072948328268,0.9543315430927761,"['APP', 'COPS5', 'CUL3', 'EP300', 'ERBB2', 'GRB2', 'HSP90AB1', 'HTT', 'MEOX2', 'TERF1', 'VCAM1', 'YWHAG']"
159,7,1,17037,0.9578313253012049,0.99375,0.9754601226993865,0.9753938666759987,"['APP', 'CUL3', 'GRB2', 'HSP90AB1', 'HTT', 'NR3C2', 'VCAM1']"
97,1,3,17103,0.9897959183673469,0.97,0.9797979797979798,0.9797316296085695,['DNAJC5']
