tp,fp,fn,tn,precision,recall,f_measure,mcc,new_proteins
82,6,0,17116,0.9318181818181818,1.0,0.9647058823529412,0.9651381497857924,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
81,0,14,17109,1.0,0.8526315789473684,0.9204545454545454,0.9230029553889574,[]
85,7,3,17109,0.9239130434782609,0.9659090909090909,0.9444444444444444,0.9443881004310889,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'ESR1', 'NASP', 'NEK4']"
80,5,0,17119,0.9411764705882353,1.0,0.9696969696969697,0.9700008548918949,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
77,8,0,17119,0.9058823529411765,1.0,0.9506172839506173,0.9515562077154851,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'HOXB1', 'NASP', 'NEK4', 'PKNOX1']"
78,5,4,17117,0.9397590361445783,0.9512195121951219,0.9454545454545454,0.9452092547809455,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
85,5,0,17114,0.9444444444444444,1.0,0.9714285714285714,0.9716833834097481,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
74,5,0,17125,0.9367088607594937,1.0,0.9673202614379084,0.9676959486065762,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
73,5,9,17117,0.9358974358974359,0.8902439024390244,0.9125,0.9123793062017778,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
78,9,14,17103,0.896551724137931,0.8478260869565217,0.8715083798882682,0.8711804603747626,"['AP2M1', 'ASF1A', 'CUL3', 'DAXX', 'DNAJC9', 'ESR1', 'H3-4', 'NASP', 'NEK4']"
36,5,45,17118,0.8780487804878049,0.4444444444444444,0.5901639344262294,0.6235567143883571,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
80,6,0,17118,0.9302325581395349,1.0,0.963855421686747,0.9643166586812985,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
50,0,0,17154,1.0,1.0,1.0,1.0,[]
50,0,0,17154,1.0,1.0,1.0,1.0,[]
48,0,2,17154,1.0,0.96,0.9795918367346939,0.9797387844731299,[]
50,0,0,17154,1.0,1.0,1.0,1.0,[]
48,0,2,17154,1.0,0.96,0.9795918367346939,0.9797387844731299,[]
41,0,9,17154,1.0,0.82,0.9010989010989011,0.9053010577944988,[]
39,5,19,17141,0.8863636363636364,0.6724137931034483,0.7647058823529411,0.7713627345362758,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
58,6,0,17140,0.90625,1.0,0.9508196721311475,0.9518050591588504,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
59,7,0,17138,0.8939393939393939,1.0,0.944,0.9452906507044923,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'HIF1A', 'NASP', 'NEK4']"
50,7,9,17138,0.8771929824561403,0.847457627118644,0.8620689655172413,0.8617314823122626,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'HIF1A', 'NASP', 'NEK4']"
59,6,0,17139,0.9076923076923077,1.0,0.9516129032258065,0.952562152875701,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
59,6,0,17139,0.9076923076923077,1.0,0.9516129032258065,0.952562152875701,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
34,5,25,17140,0.8717948717948718,0.576271186440678,0.6938775510204083,0.708023401275548,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
58,6,2,17138,0.90625,0.9666666666666667,0.9354838709677419,0.9357412807882853,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
61,1,13,17129,0.9838709677419355,0.8243243243243243,0.8970588235294118,0.9001923325368475,['CEP164']
72,1,7,17124,0.9863013698630136,0.9113924050632911,0.9473684210526315,0.9478805820011935,['CEP128']
70,0,11,17123,1.0,0.8641975308641975,0.9271523178807948,0.9293237958115755,[]
72,1,8,17123,0.9863013698630136,0.9,0.9411764705882354,0.9419094286834412,['CEP128']
75,0,18,17111,1.0,0.8064516129032258,0.8928571428571428,0.8975545407829759,[]
79,1,2,17122,0.9875,0.9753086419753086,0.9813664596273292,0.9812979713074024,['CEP128']
51,0,1,17152,1.0,0.9807692307692307,0.9902912621359222,0.9903090694631214,[]
51,0,1,17152,1.0,0.9807692307692307,0.9902912621359222,0.9903090694631214,[]
94,1,0,17109,0.9894736842105263,1.0,0.9947089947089947,0.994693849418594,['CEP128']
97,0,1,17106,1.0,0.9897959183673469,0.9948717948717948,0.9948557982190797,[]
97,0,1,17106,1.0,0.9897959183673469,0.9948717948717948,0.9948557982190797,[]
113,0,1,17090,1.0,0.9912280701754386,0.9955947136563876,0.9955752473303306,[]
63,0,1,17140,1.0,0.984375,0.9921259842519685,0.9921278001868624,[]
113,0,0,17091,1.0,1.0,1.0,1.0,[]
53,2,0,17149,0.9636363636363636,1.0,0.9814814814814815,0.9815925798263253,"['AP2M1', 'ASF1A']"
53,2,0,17149,0.9636363636363636,1.0,0.9814814814814815,0.9815925798263253,"['AP2M1', 'ASF1A']"
44,7,6,17147,0.8627450980392157,0.88,0.8712871287128714,0.8709511768152945,"['AP2M1', 'ASF1A', 'BABAM1', 'BABAM2', 'BARD1', 'BRCA1', 'BRCC3']"
54,2,1,17147,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9729252480544313,"['AP2M1', 'ASF1A']"
56,2,0,17146,0.9655172413793104,1.0,0.9824561403508771,0.98255006563743,"['AP2M1', 'ASF1A']"
56,2,0,17146,0.9655172413793104,1.0,0.9824561403508771,0.98255006563743,"['AP2M1', 'ASF1A']"
17,2,40,17145,0.8947368421052632,0.2982456140350877,0.44736842105263164,0.5158033053015884,"['AP2M1', 'ASF1A']"
61,2,0,17141,0.9682539682539683,1.0,0.9838709677419354,0.9839415664724992,"['AP2M1', 'ASF1A']"
56,2,1,17145,0.9655172413793104,0.9824561403508771,0.9739130434782608,0.9738626357506833,"['AP2M1', 'ASF1A']"
43,9,8,17144,0.8269230769230769,0.8431372549019608,0.8349514563106797,0.8344955156234636,"['ABRAXAS1', 'AP2M1', 'ASF1A', 'BABAM1', 'BABAM2', 'BARD1', 'BRCA1', 'BRCC3', 'UIMC1']"
51,2,0,17151,0.9622641509433962,1.0,0.9807692307692307,0.9808934463926914,"['AP2M1', 'ASF1A']"
50,0,0,17154,1.0,1.0,1.0,1.0,[]
55,2,0,17147,0.9649122807017544,1.0,0.9821428571428572,0.9822422043093972,"['AP2M1', 'ASF1A']"
12,2,40,17150,0.8571428571428571,0.23076923076923078,0.36363636363636365,0.44403326182604563,"['AP2M1', 'ASF1A']"
84,5,2,17113,0.9438202247191011,0.9767441860465116,0.9599999999999999,0.959938087430727,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
50,0,0,17154,1.0,1.0,1.0,1.0,[]
51,0,0,17153,1.0,1.0,1.0,1.0,[]
62,4,10,17128,0.9393939393939394,0.8611111111111112,0.8985507246376813,0.8989999483604713,"['AP2M1', 'ASF1A', 'H3C12', 'NEK4']"
36,3,34,17131,0.9230769230769231,0.5142857142857142,0.6605504587155963,0.6881462892250901,"['AP2M1', 'ASF1A', 'NEK4']"
51,0,0,17153,1.0,1.0,1.0,1.0,[]
51,0,0,17153,1.0,1.0,1.0,1.0,[]
62,0,0,17142,1.0,1.0,1.0,1.0,[]
66,0,0,17138,1.0,1.0,1.0,1.0,[]
66,0,0,17138,1.0,1.0,1.0,1.0,[]
